insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
3.93,7380,18312,1.77638542076,1.56192961876,3.30079064971,2.50662165424,8.88192710379
3.94,7407,19184,1.78288439181,1.56193585865,3.28663967611,2.61579505479,10.6973063509
3.95,7429,19838,1.7881798497,1.56055292621,3.52275291463,2.69650891977,10.7290790982
3.96,7455,18966,1.79443811812,1.56089565641,3.45031871016,2.56846078953,10.7666287087
3.97,7475,13080,1.79925217075,1.55833216345,3.51702207258,1.76630045933,7.19700868302
3.98,7498,20274,1.80478833128,1.55735715707,3.56432311144,2.72887385388,10.8287299877
3.99,7521,18094,1.8103244918,1.55530166779,3.50954328562,2.42756537449,9.05162245902
4.0,7551,19402,1.78066761668,1.55336387557,3.31590493601,2.59201161904,10.6840057001
4.01,7582,17876,1.7879779989,1.55115569882,3.40948438088,2.37780887659,8.9398899945
4.02,7607,19620,1.75677357284,1.54754078169,3.54934464148,2.60061510797,10.5406414371
4.03,7630,18966,1.76208523213,1.53990291579,3.45529858474,2.50588958364,8.81042616064
4.04,7657,20492,1.76832065824,1.53539936885,3.43645357686,2.69733075528,10.6099239495
