pulls 1024mb_time 1024mb_layout 1280mb_time 1280mb_layout 1536mb_time 1536mb_layout 2048mb_time 2048mb_layout 768mb_time 768mb_layout cold_time cold_layout cold_clean_time cold_clean_layout betrfs_time betrfs_layout
5900 392.082162972 0.617189893103 177.739197314 0.696492397973 0.546285474741 1 0.538041393964 1 608.028359847 0.535898690459 2017.36771574 0.350857987045 93.7587304675 0.359374526616 14.4063782451 0.991338039146
6000 424.632008436 0.560008621928 209.797942178 0.67658761738 0.544159001496 1 0.536318016844 1 1604.10391132 0.375095416415 2054.45673588 0.349967787367 99.7847367291 0.358703874297 13.9150004156 0.991258894843
6100 413.666320209 0.684718671899 255.365707089 0.598852782813 0.542411069799 1 0.537670047946 1 1689.87735575 0.365352160652 2085.40603083 0.34883876184 99.1038099116 0.35826721888 14.5233429765 0.990963364108
6200 437.574109812 0.59376437112 252.05369445 0.65986423064 0.546655302188 1 0.538018659814 1 1663.07735399 0.368135342288 2095.21531267 0.348664590584 99.2150718634 0.357493367487 14.238125295 0.991294087633
6300 438.551744901 0.605994790127 254.769760659 0.661666462992 0.536767237207 1 0.538634108097 1 1670.74346309 0.366721455602 2112.07150254 0.347574802178 96.9138297715 0.356850867807 14.0247141028 0.991549564241
6400 436.664465134 0.600847256536 319.38077869 0.628324269543 0.550403666085 1 0.537178159022 1 1658.3811512 0.368102313621 2134.37595241 0.346608511478 100.583716604 0.355997473388 14.1880083276 0.991525159033
6500 437.376234437 0.607306186912 315.886591914 0.626852373766 0.540572683858 1 0.539125753774 1 1748.84092895 0.359233239072 2166.67097165 0.345776540637 98.7146556359 0.355254470719 13.9102952765 0.991530569191
6600 458.178292102 0.598176049718 314.43985071 0.598578736702 0.546899123219 1 0.541186484217 1 1653.99417033 0.367224120272 2179.26008155 0.344042105263 97.5101477253 0.353621917424 14.2658571044 0.991311858551
6700 456.969363434 0.601873200724 312.526119239 0.623505922348 0.547662791418 1 0.545724629457 1 1737.79477087 0.358936039784 2213.22990354 0.342146550619 100.946678137 0.352082510241 14.0640405986 0.991510133713
6800 476.51007647 0.584851532382 335.939123829 0.551540744365 0.560514828352 1 0.541257967265 1 1752.83467703 0.357460502387 2256.76289856 0.342194951055 99.3640821888 0.351714194386 14.3069719583 0.991610771066
